"state","race","type","all_workers_n","artists_n","artists_share","location_quotient"
"Pennsylvania","African-American","Landscape Architects",636035,0,NA,NA
"Rhode Island","African-American","Landscape Architects",31000,0,NA,NA
"South Carolina","African-American","Landscape Architects",638810,NA,NA,NA
"South Dakota","African-American","Landscape Architects",8670,0,NA,NA
"Tennessee","African-American","Landscape Architects",554550,0,NA,NA
"Texas","African-American","Landscape Architects",1699445,65,3.8247780893174e-05,1.01433037399412
"Utah","African-American","Landscape Architects",16855,0,NA,NA
"Vermont","African-American","Landscape Architects",4210,0,NA,NA
"Virginia","African-American","Landscape Architects",837445,80,9.55286615837458e-05,2.53341816880915
"Washington","African-American","Landscape Architects",147305,NA,NA,NA
"West Virginia","African-American","Landscape Architects",29055,0,NA,NA
"Wisconsin","African-American","Landscape Architects",160610,0,NA,NA
"Wyoming","African-American","Landscape Architects",2975,0,NA,NA
"Puerto Rico","African-American","Landscape Architects",1405,0,NA,NA
"Alabama","Asian","Landscape Architects",33515,0,NA,NA
"Alaska","Asian","Landscape Architects",26420,0,NA,NA
"Arizona","Asian","Landscape Architects",120580,NA,NA,NA
"Arkansas","Asian","Landscape Architects",24295,0,NA,NA
"California","Asian","Landscape Architects",3008795,745,0.000247607430881798,1.03070773840037
"Colorado","Asian","Landscape Architects",97015,30,0.00030923053136113,1.28722429891746
"Connecticut","Asian","Landscape Architects",89425,0,NA,NA
"Delaware","Asian","Landscape Architects",19880,0,NA,NA
"District of Columbia","Asian","Landscape Architects",19090,NA,NA,NA
"Florida","Asian","Landscape Architects",292825,25,8.53752241099633e-05,0.355388785564407
"Georgia","Asian","Landscape Architects",217095,NA,NA,NA
"Hawaii","Asian","Landscape Architects",290190,100,0.000344601812605534,1.43446322937245
"Idaho","Asian","Landscape Architects",12030,0,NA,NA
"Illinois","Asian","Landscape Architects",378055,100,0.000264511777386888,1.10107493494754
"Indiana","Asian","Landscape Architects",76575,NA,NA,NA
"Iowa","Asian","Landscape Architects",40760,0,NA,NA
"Kansas","Asian","Landscape Architects",46470,0,NA,NA
"Kentucky","Asian","Landscape Architects",33565,0,NA,NA
"Louisiana","Asian","Landscape Architects",41430,NA,NA,NA
"Maine","Asian","Landscape Architects",8235,0,NA,NA
"Maryland","Asian","Landscape Architects",213470,NA,NA,NA
"Massachusetts","Asian","Landscape Architects",249930,85,0.000340095226663466,1.41570380447266
"Michigan","Asian","Landscape Architects",163870,NA,NA,NA
"Minnesota","Asian","Landscape Architects",143550,NA,NA,NA
"Mississippi","Asian","Landscape Architects",14850,0,NA,NA
"Missouri","Asian","Landscape Architects",63375,0,NA,NA
"Montana","Asian","Landscape Architects",4980,0,NA,NA
"Nebraska","Asian","Landscape Architects",24515,0,NA,NA
"Nevada","Asian","Landscape Architects",131920,NA,NA,NA
"New Hampshire","Asian","Landscape Architects",20330,0,NA,NA
"New Jersey","Asian","Landscape Architects",450385,195,0.000432962909510752,1.80228121459774
"New Mexico","Asian","Landscape Architects",16455,NA,NA,NA
"New York","Asian","Landscape Architects",864770,340,0.00039316812562878,1.63662870752617
"North Carolina","Asian","Landscape Architects",154710,70,0.000452459440243035,1.88343881566876
"North Dakota","Asian","Landscape Architects",6855,0,NA,NA
"Ohio","Asian","Landscape Architects",136125,NA,NA,NA
"Oklahoma","Asian","Landscape Architects",44710,NA,NA,NA
"Oregon","Asian","Landscape Architects",98010,35,0.000357106417712478,1.4865157594741
"Pennsylvania","Asian","Landscape Architects",227500,95,0.000417582417582418,1.73825732002203
"Rhode Island","Asian","Landscape Architects",18645,0,NA,NA
"South Carolina","Asian","Landscape Architects",41915,NA,NA,NA
"South Dakota","Asian","Landscape Architects",7135,0,NA,NA
"Tennessee","Asian","Landscape Architects",62925,0,NA,NA
"Texas","Asian","Landscape Architects",712575,135,0.000189453741711399,0.788633188250566
"Utah","Asian","Landscape Architects",40990,0,NA,NA
"Vermont","Asian","Landscape Architects",6080,0,NA,NA
"Virginia","Asian","Landscape Architects",304945,30,9.83783961042155e-05,0.409516684515166
"Washington","Asian","Landscape Architects",355135,30,8.44749179889338e-05,0.351641109323151
"West Virginia","Asian","Landscape Architects",7825,0,NA,NA
"Wisconsin","Asian","Landscape Architects",85760,NA,NA,NA
"Wyoming","Asian","Landscape Architects",2835,0,NA,NA
"Puerto Rico","Asian","Landscape Architects",1335,0,NA,NA
"Alabama","Other","Landscape Architects",43075,0,NA,NA
"Alaska","Other","Landscape Architects",71330,4,5.60773867937754e-05,0.401703987866893
"Arizona","Other","Landscape Architects",182520,0,NA,NA
"Arkansas","Other","Landscape Architects",37895,NA,NA,NA
"California","Other","Landscape Architects",688910,165,0.000239508789246781,1.71569399486145
"Colorado","Other","Landscape Architects",87510,0,NA,NA
"Connecticut","Other","Landscape Architects",41230,0,NA,NA
"Delaware","Other","Landscape Architects",10885,0,NA,NA
"District of Columbia","Other","Landscape Architects",11085,0,NA,NA
"Florida","Other","Landscape Architects",214840,NA,NA,NA
"Georgia","Other","Landscape Architects",102865,0,NA,NA
"Hawaii","Other","Landscape Architects",198250,NA,NA,NA
"Idaho","Other","Landscape Architects",25710,0,NA,NA
"Illinois","Other","Landscape Architects",112345,0,NA,NA
"Indiana","Other","Landscape Architects",61485,0,NA,NA
"Iowa","Other","Landscape Architects",27340,0,NA,NA
"Kansas","Other","Landscape Architects",43715,0,NA,NA
"Kentucky","Other","Landscape Architects",36080,0,NA,NA
"Louisiana","Other","Landscape Architects",42460,NA,NA,NA
"Maine","Other","Landscape Architects",14700,0,NA,NA
"Maryland","Other","Landscape Architects",85910,40,0.000465603538586893,3.33529803917419
"Massachusetts","Other","Landscape Architects",97815,0,NA,NA
"Michigan","Other","Landscape Architects",120390,NA,NA,NA
"Minnesota","Other","Landscape Architects",83065,NA,NA,NA
"Mississippi","Other","Landscape Architects",17430,0,NA,NA
"Missouri","Other","Landscape Architects",70070,0,NA,NA
"Montana","Other","Landscape Architects",37130,0,NA,NA
"Nebraska","Other","Landscape Architects",24240,0,NA,NA
"Nevada","Other","Landscape Architects",69460,NA,NA,NA
"New Hampshire","Other","Landscape Architects",12270,0,NA,NA
"New Jersey","Other","Landscape Architects",85410,NA,NA,NA
"New Mexico","Other","Landscape Architects",91840,0,NA,NA
"New York","Other","Landscape Architects",234265,155,0.000661643864853905,4.73961063907812
"North Carolina","Other","Landscape Architects",145630,0,NA,NA
"North Dakota","Other","Landscape Architects",23305,0,NA,NA
"Ohio","Other","Landscape Architects",121180,NA,NA,NA
"Oklahoma","Other","Landscape Architects",242885,NA,NA,NA
"Oregon","Other","Landscape Architects",93460,NA,NA,NA
"Pennsylvania","Other","Landscape Architects",104810,30,0.00028623222974907,2.05039205141772
"Rhode Island","Other","Landscape Architects",16140,0,NA,NA
"South Carolina","Other","Landscape Architects",46335,0,NA,NA
"South Dakota","Other","Landscape Architects",32695,0,NA,NA
"Tennessee","Other","Landscape Architects",60575,0,NA,NA
"Texas","Other","Landscape Architects",261190,NA,NA,NA
"Utah","Other","Landscape Architects",57995,NA,NA,NA
"Vermont","Other","Landscape Architects",5900,0,NA,NA
"Virginia","Other","Landscape Architects",128845,20,0.000155225270674066,1.11193858723837
"Washington","Other","Landscape Architects",214925,NA,NA,NA
"West Virginia","Other","Landscape Architects",10700,0,NA,NA
"Wisconsin","Other","Landscape Architects",66920,0,NA,NA
"Wyoming","Other","Landscape Architects",10830,0,NA,NA
"Puerto Rico","Other","Landscape Architects",2275,0,NA,NA
"Alabama","Hispanic","Fine Artists, Art Directors, And Animators",88165,45,0.000510406623943742,0.607862816896477
"Alaska","Hispanic","Fine Artists, Art Directors, And Animators",26875,NA,NA,NA
"Arizona","Hispanic","Fine Artists, Art Directors, And Animators",1033370,890,0.000861259761750389,1.02570727004296
"Arkansas","Hispanic","Fine Artists, Art Directors, And Animators",101405,NA,NA,NA
"California","Hispanic","Fine Artists, Art Directors, And Animators",7470730,6015,0.000805142201632237,0.958874716211259
"Colorado","Hispanic","Fine Artists, Art Directors, And Animators",594525,360,0.000605525419452504,0.72114343722034
"Connecticut","Hispanic","Fine Artists, Art Directors, And Animators",288845,110,0.000380827087192093,0.453541578638644
"Delaware","Hispanic","Fine Artists, Art Directors, And Animators",41365,NA,NA,NA
"District of Columbia","Hispanic","Fine Artists, Art Directors, And Animators",44885,35,0.000779770524674167,0.928658613399044
"Florida","Hispanic","Fine Artists, Art Directors, And Animators",2752995,3330,0.00120959173554619,1.44054917231022
"Georgia","Hispanic","Fine Artists, Art Directors, And Animators",467240,565,0.00120922866192962,1.44011677402039
"Hawaii","Hispanic","Fine Artists, Art Directors, And Animators",69470,65,0.000935655678710235,1.11430821981001
"Idaho","Hispanic","Fine Artists, Art Directors, And Animators",101285,NA,NA,NA
"Illinois","Hispanic","Fine Artists, Art Directors, And Animators",1100445,765,0.000695173316249336,0.827908554519784
"Indiana","Hispanic","Fine Artists, Art Directors, And Animators",212120,245,0.00115500660003771,1.37554164169768
"Iowa","Hispanic","Fine Artists, Art Directors, And Animators",90730,55,0.000606194202579081,0.721939916686207
"Kansas","Hispanic","Fine Artists, Art Directors, And Animators",167495,85,0.000507477835159258,0.604374810046418
"Kentucky","Hispanic","Fine Artists, Art Directors, And Animators",76325,30,0.000393056010481494,0.468105472227779
"Louisiana","Hispanic","Fine Artists, Art Directors, And Animators",113925,340,0.00298441957428132,3.55425969045336
"Maine","Hispanic","Fine Artists, Art Directors, And Animators",10935,0,NA,NA
"Maryland","Hispanic","Fine Artists, Art Directors, And Animators",321570,210,0.000653045993096371,0.777737510260586
"Massachusetts","Hispanic","Fine Artists, Art Directors, And Animators",401715,340,0.000846371183550527,1.00797589145265
"Michigan","Hispanic","Fine Artists, Art Directors, And Animators",236520,175,0.00073989514628784,0.881169496499579
"Minnesota","Hispanic","Fine Artists, Art Directors, And Animators",149745,80,0.000534241543958062,0.636248736946769
"Mississippi","Hispanic","Fine Artists, Art Directors, And Animators",38780,NA,NA,NA
"Missouri","Hispanic","Fine Artists, Art Directors, And Animators",121550,60,0.000493624023035788,0.587875774048297
"Montana","Hispanic","Fine Artists, Art Directors, And Animators",19215,0,NA,NA
"Nebraska","Hispanic","Fine Artists, Art Directors, And Animators",99485,20,0.000201035331959592,0.239420684309428
"Nevada","Hispanic","Fine Artists, Art Directors, And Animators",430565,410,0.000952237176732898,1.13405576152203
"New Hampshire","Hispanic","Fine Artists, Art Directors, And Animators",25860,NA,NA,NA
"New Jersey","Hispanic","Fine Artists, Art Directors, And Animators",928940,525,0.000565160290223265,0.67307105726553
"New Mexico","Hispanic","Fine Artists, Art Directors, And Animators",459615,430,0.0009355656364566,1.11420098503803
"New York","Hispanic","Fine Artists, Art Directors, And Animators",1819490,2925,0.00160759333659432,1.91454453795243
"North Carolina","Hispanic","Fine Artists, Art Directors, And Animators",451040,320,0.000709471443774388,0.844936742764224
"North Dakota","Hispanic","Fine Artists, Art Directors, And Animators",14510,0,NA,NA
"Ohio","Hispanic","Fine Artists, Art Directors, And Animators",204545,220,0.00107555794568432,1.28092319325214
"Oklahoma","Hispanic","Fine Artists, Art Directors, And Animators",187725,85,0.000452789985350912,0.539244953036222
"Oregon","Hispanic","Fine Artists, Art Directors, And Animators",266060,275,0.00103360144328347,1.23095558597571
"Pennsylvania","Hispanic","Fine Artists, Art Directors, And Animators",423215,345,0.000815188497572156,0.970839235210307
"Rhode Island","Hispanic","Fine Artists, Art Directors, And Animators",78695,0,NA,NA
"South Carolina","Hispanic","Fine Artists, Art Directors, And Animators",134610,15,0.000111433028749721,0.132709866160706
"South Dakota","Hispanic","Fine Artists, Art Directors, And Animators",15565,NA,NA,NA
"Tennessee","Hispanic","Fine Artists, Art Directors, And Animators",167595,95,0.000566842686237656,0.675074687180325
"Texas","Hispanic","Fine Artists, Art Directors, And Animators",5220455,3130,0.000599564597338738,0.714044465633537
"Utah","Hispanic","Fine Artists, Art Directors, And Animators",213410,195,0.000913734126798182,1.08820100318919
"Vermont","Hispanic","Fine Artists, Art Directors, And Animators",6470,0,NA,NA
"Virginia","Hispanic","Fine Artists, Art Directors, And Animators",427525,370,0.000865446465118999,1.03069337559835
"Washington","Hispanic","Fine Artists, Art Directors, And Animators",448570,365,0.000813696858907194,0.969062785536379
"West Virginia","Hispanic","Fine Artists, Art Directors, And Animators",12005,NA,NA,NA
"Wisconsin","Hispanic","Fine Artists, Art Directors, And Animators",186120,90,0.000483558994197292,0.575888945322135
"Wyoming","Hispanic","Fine Artists, Art Directors, And Animators",27680,NA,NA,NA
"Puerto Rico","Hispanic","Fine Artists, Art Directors, And Animators",1208905,1160,0.000959546035461844,NA
"Alabama","White","Fine Artists, Art Directors, And Animators",1496830,1310,0.000875182886500137,0.511443364539545
"Alaska","White","Fine Artists, Art Directors, And Animators",253950,465,0.00183106910809214,1.07004851190829
"Arizona","White","Fine Artists, Art Directors, And Animators",1857110,2945,0.00158579728718277,0.926715447188207
"Arkansas","White","Fine Artists, Art Directors, And Animators",1014735,895,0.000882003675836548,0.515429328503009
"California","White","Fine Artists, Art Directors, And Animators",7686845,30250,0.00393529464949533,2.29972542543775
"Colorado","White","Fine Artists, Art Directors, And Animators",2172170,4065,0.001871400488912,1.09361754807343
"Connecticut","White","Fine Artists, Art Directors, And Animators",1329540,2355,0.00177128931811002,1.03511412574565
"Delaware","White","Fine Artists, Art Directors, And Animators",307920,310,0.00100675500129903,0.588332076727958
"District of Columbia","White","Fine Artists, Art Directors, And Animators",183365,605,0.00329943009843754,1.92813600064342
"Florida","White","Fine Artists, Art Directors, And Animators",5285390,10005,0.00189295397312213,1.10621307142291
"Georgia","White","Fine Artists, Art Directors, And Animators",2773560,4425,0.00159542248950806,0.932340266797408
"Hawaii","White","Fine Artists, Art Directors, And Animators",177700,760,0.00427687113111986,2.49933744676993
"Idaho","White","Fine Artists, Art Directors, And Animators",688065,870,0.00126441542586819,0.738904850125437
"Illinois","White","Fine Artists, Art Directors, And Animators",4224420,5520,0.00130668825542914,0.763608438955561
"Indiana","White","Fine Artists, Art Directors, And Animators",2724985,2355,0.000864224940687747,0.505039710216341
"Iowa","White","Fine Artists, Art Directors, And Animators",1463250,1075,0.00073466598325645,0.429327456106939
"Kansas","White","Fine Artists, Art Directors, And Animators",1178420,1240,0.00105225641112676,0.614922398011143
